Record Date,Parent ID,Classification ID,Classification Description,Current Month Net Transaction Amount,Fiscal Year to Date Net Transaction Amount,Prior Fiscal Year to Date Net Transaction Amount,Beginning Year Account Balance Amount,Beginning Month Account Balance Amount,Closing Month Account Balance Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2022-01-31,48847120,48847130,Dollar Deposits with the IMF,-41151504.93,-11150772.55,-13150714.26,-375025346.82,-345024614.44,-386176119.37,6,36,36,9513,D,GL,4,2.1.3.3,2022,2,2022,1,01,31
2022-01-31,48847120,48847132,Receivable/Payable (-) for Interim Maintenance of Value Adjustments,455003789.12,994062909.20,-2000563887.89,1475596585.25,2014655705.33,2469659494.45,6,37,37,9515,D,GL,4,2.1.3.4,2022,2,2022,1,01,31
2022-01-31,48847120,48847134,Balance,-371432086.66,1608645469.57,2743961716.60,32742658697.32,34722736253.55,34351304166.89,6,38,38,9516,T,GL,4,2.1.3.5,2022,2,2022,1,01,31
2022-01-31,48847100,48847136,Loans to International Monetary Fund,0.00,-12147070.66,0.00,933340469.92,921193399.26,921193399.26,6,39,39,9517,D,GL,3,2.1.4,2022,2,2022,1,01,31
2022-01-31,48847100,48847138,Other Cash and Monetary Assets,144975230.08,342623012.96,181711013.29,26272101788.94,26469749571.82,26614724801.90,6,40,40,9518,D,GL,3,2.1.5,2022,2,2022,1,01,31
2022-01-31,48847100,48847140,Total Cash and Monetary Assets,336360857392.46,529229419102.71,-166173117871.17,433782058694.47,626650620404.72,963011477797.18,6,41,41,9519,T,GL,3,2.1.6,2022,2,2022,1,01,31
2022-01-31,48847098,48847142,Non-Federal Securities of the National Railroad Retirement Investment Trust,537123490.77,271749458.99,1193363418.22,28086512237.30,27821138205.52,28358261696.29,6,42,42,9542,D,GL,2,2.2,2022,2,2022,1,01,31
2022-01-31,48847098,48847144,Net Activity, Guaranteed Loan Financing (See Schedule E),23429868484.06,123867717510.56,121834890741.84,-159747042519.91,-59309193493.41,-35879325009.35,6,43,43,9550,D,GL,2,2.3,2022,2,2022,1,01,31
2022-01-31,48847098,48847146,Net Activity, Direct Loan Financing (See Schedule E),29462446702.47,66096323409.21,-33735689831.62,1595001885084.98,1631635761791.72,1661098208494.19,6,44,44,9555,D,GL,2,2.4,2022,2,2022,1,01,31
2022-01-31,48847098,48847148,Miscellaneous Asset Accounts,773410745.22,1476812299.58,703323010.83,-590139820.70,113261733.66,886672478.88,6,45,45,9561,D,GL,2,2.5,2022,2,2022,1,01,31
2022-01-31,48847098,48847150,Total Asset Accounts,390563706814.98,720942021781.05,-76177230531.90,1896533273676.14,2226911588642.21,2617475295457.19,6,46,46,9562,T,GL,2,2.6,2022,2,2022,1,01,31
2022-01-31,null,48847152,Excess of Liabilities (+) or Assets (-),-118698849564.30,258842625785.22,734974671837.14,20915347942840.30,21292889418189.80,21174190568625.50,6,47,47,9563,T,GL,1,3,2022,2,2022,1,01,31
2022-01-31,null,48847154,Transactions Not Applied to Current Year's Surplus or Deficit (See Schedule A for Details),0.00,152065293.92,757112430.86,0.00,152065293.92,152065293.92,6,48,48,9624,D,GL,1,4,2022,2,2022,1,01,31
2022-01-31,null,48847156,Total Budget and Off-Budget Federal Entities (Financing of Deficit (+) or Disposition of Surplus (-)),-118698849564.30,258994691079.14,735731784268.00,20915347942840.30,21293041483483.70,21174342633919.40,6,49,49,9661,T,GL,1,5,2022,2,2022,1,01,31
2021-12-31,null,48688974,Liability Accounts:,null,null,null,null,null,null,6,1,1,9029,S,GL,1,1,2022,1,2021,4,12,31
2021-12-31,48688974,48688976,Borrowing from the Public:,null,null,null,null,null,null,6,2,2,9030,S,GL,2,1.1,2022,1,2021,4,12,31
2021-12-31,48688976,48688980,Treasury Securities, Issued Under General Financing Authorities:,null,null,null,null,null,null,6,3,3,9032,S,GL,3,1.1.1,2022,1,2021,4,12,31
2021-12-31,48688980,48688984,Debt Held by the Public,497835367855.06,860846991632.44,613466823718.61,22282899458707.10,22645911082484.40,23143746450339.50,6,4,4,9034,D,GL,4,1.1.1.1,2022,1,2021,4,12,31
2021-12-31,48688980,48688988,Intragovernmental Holdings,211392573576.21,327449294370.63,188939929334.01,6146018206963.91,6262074927758.33,6473467501334.54,6,5,5,9035,D,GL,4,1.1.1.2,2022,1,2021,4,12,31
2021-12-31,48688980,48688992,Total Treasury Securities Outstanding,709227941431.27,1188296286003.07,802406753052.62,28428919000000.00,28907987000000.00,29617215000000.00,6,6,6,9036,T,GL,4,1.1.1.3,2022,1,2021,4,12,31
2021-12-31,48688992,48688996,Plus Premium on Treasury Securities,1198644518.53,3848230246.28,2985401986.59,64875072087.14,67524657814.89,68723302333.42,6,7,7,9040,D,GL,5,1.1.1.3.1,2022,1,2021,4,12,31
2021-12-31,48688992,48689001,Less Discount on Treasury Securities,403969848.12,3981202768.03,2474511845.40,128836804503.66,132414037423.57,132818007271.69,6,8,8,9045,D,GL,5,1.1.1.3.2,2022,1,2021,4,12,31
2021-12-31,48688992,48689004,Total Treasury Securities Net of Premium and Discount,710022616101.68,1188163313481.32,802917643193.81,28364955933254.49,28843096630634.05,29553119246735.77,6,9,9,9055,T,GL,5,1.1.1.3.3,2022,1,2021,4,12,31
2021-12-31,48688976,48689007,Agency Securities, Issued Under Special Financing Authorities (See Schedule B; for Other Agency Borrowing, See Schedule C),-460445792.00,286198694.00,56242136.00,19501806005.26,20248450491.26,19788004699.26,6,10,10,9102,D,GL,3,1.1.2,2022,1,2021,4,12,31
2021-12-31,48688976,48689009,Total Federal Securities,709562170309.68,1188449512175.32,802973885329.81,28384457739259.75,28863345081125.31,29572907251435.03,6,11,11,9103,T,GL,3,1.1.3,2022,1,2021,4,12,31
2021-12-31,48689013,48689017,Federal Securities Held as Investments of Government Accounts (See Schedule D),211161812879.83,325846687198.31,188618253579.32,6123039671272.61,6237724545591.09,6448886358470.92,6,13,13,9202,D,GL,4,1.1.4.1,2022,1,2021,4,12,31
2021-12-31,48688976,48689013,Deduct:,null,null,null,null,null,null,6,12,12,9200,S,GL,3,1.1.4,2022,1,2021,4,12,31
2021-12-31,48689013,48689021,Less Discount on Federal Securities Held as Investments of Government Accounts,-61417164.92,-149774951.70,-426129857.42,25601215482.50,25512857695.72,25451440530.80,6,14,14,9230,D,GL,4,1.1.4.2,2022,1,2021,4,12,31
2021-12-31,48689013,48689023,Net Federal Securities Held as Investments of Government Accounts,211223230044.75,325996462150.01,189044383436.74,6097438455790.11,6212211687895.37,6423434917940.12,6,15,15,9240,T,GL,4,1.1.4.3,2022,1,2021,4,12,31
2021-12-31,48688976,48689028,Total Borrowing from the Public,498338940264.93,862453050025.31,613929501893.07,22287019283469.64,22651133393229.94,23149472333494.91,6,16,16,9310,T,GL,3,1.1.5,2022,1,2021,4,12,31
2021-12-31,48688974,48689032,Accrued Interest Payable to the Public,15135995564.46,1679972919.20,1278242707.58,69214101640.95,55758078995.69,70894074560.15,6,17,17,9320,D,GL,2,1.2,2022,1,2021,4,12,31
2021-12-31,48688974,48689035,Allocations of Special Drawing Rights,-138982885.54,-1065918328.79,1154822762.59,161825469383.55,160898533940.30,160759551054.76,6,18,18,9347,D,GL,2,1.3,2022,1,2021,4,12,31
2021-12-31,48688974,48689039,Deposit Funds,-254304651213.36,-155037578601.28,-522292857.70,263940417058.12,363207489670.20,108902838456.84,6,19,19,9350,D,GL,2,1.4,2022,1,2021,4,12,31
2021-12-31,48688974,48689043,Miscellaneous Liability Accounts (Includes Checks Outstanding Etc.),-4565747530.75,-109735698.85,2360945634.45,29881944964.22,34337956796.12,29772209265.37,6,20,20,9360,D,GL,2,1.5,2022,1,2021,4,12,31
2021-12-31,48688974,48689047,Total Liability Accounts,254465554199.74,707919790315.59,618201220139.99,22811881216516.48,23265335452632.25,23519801006832.03,6,21,21,9361,T,GL,2,1.6,2022,1,2021,4,12,31
2021-12-31,null,48689049,Asset Accounts (Deduct),null,null,null,null,null,null,6,22,22,9362,S,GL,1,2,2022,1,2021,4,12,31
2021-12-31,48689049,48689051,Cash and Monetary Assets:,null,null,null,null,null,null,6,23,23,9363,S,GL,2,2.1,2022,1,2021,4,12,31
2021-12-31,48689051,48689053,U.S. Treasury Operating Cash:,null,null,null,null,null,null,6,24,24,9364,S,GL,3,2.1.1,2022,1,2021,4,12,31
2021-12-31,48689053,48689055,Federal Reserve Account,192954862716.93,190948188481.73,-53110049066.84,215159783586.14,213153109350.94,406107972067.87,6,25,25,9500,D,GL,4,2.1.1.1,2022,1,2021,4,12,31
2021-12-31,48689053,48689061,Balance,192954862716.93,190948188481.73,-53110049066.84,215159783586.14,213153109350.94,406107972067.87,6,26,26,9503,T,GL,4,2.1.1.2,2022,1,2021,4,12,31
2021-12-31,48689051,48689063,Special Drawing Rights:,null,null,null,null,null,null,6,27,27,9504,S,GL,3,2.1.2,2022,1,2021,4,12,31
2021-12-31,48689063,48689065,Total Holdings,418856390.93,-245205039.93,1209102416.63,163874174152.15,163210112721.29,163628969112.22,6,28,28,9505,D,GL,4,2.1.2.1,2022,1,2021,4,12,31
2021-12-31,48689063,48689067,SDR Certificates Issued to Federal Reserve Banks,0.00,0.00,0.00,-5200000000.00,-5200000000.00,-5200000000.00,6,29,29,9506,D,GL,4,2.1.2.2,2022,1,2021,4,12,31
2021-12-31,48689063,48689069,Balance,418856390.93,-245205039.93,1209102416.63,158674174152.15,158010112721.29,158428969112.22,6,30,30,9507,T,GL,4,2.1.2.3,2022,1,2021,4,12,31
2021-12-31,48689051,48689071,Reserve Position on the U.S. Quota in the IMF:,null,null,null,null,null,null,6,31,31,9508,S,GL,3,2.1.3,2022,1,2021,4,12,31
2021-12-31,48689071,48689073,U.S. Subscription to International Monetary Fund:,null,null,null,null,null,null,6,32,32,9509,S,GL,4,2.1.3.1,2022,1,2021,4,12,31
2021-12-31,48689073,48689075,Direct Quota Payments,0.00,0.00,0.00,111629078113.37,111629078113.37,111629078113.37,6,33,33,9510,D,GL,5,2.1.3.1.1,2022,1,2021,4,12,31
2021-12-31,48689073,48689077,Maintenance of Value Adjustments,-99743596.62,-769982296.23,2713414571.48,5299075081.07,4628836381.46,4529092784.84,6,34,34,9511,D,GL,5,2.1.3.1.2,2022,1,2021,4,12,31
2021-12-31,48689071,48689079,Letter of Credit Issued to IMF,702000000.00,2181000000.00,2454000000.00,-85286065735.55,-83807065735.55,-83105065735.55,6,35,35,9512,D,GL,4,2.1.3.2,2022,1,2021,4,12,31
2021-12-31,48689071,48689081,Dollar Deposits with the IMF,-4928089.87,30000732.38,18032523.12,-375025346.82,-340096524.57,-345024614.44,6,36,36,9513,D,GL,4,2.1.3.3,2022,1,2021,4,12,31
2021-12-31,48689071,48689083,Receivable/Payable (-) for Interim Maintenance of Value Adjustments,71258099.66,539059120.08,-1973209006.32,1475596585.25,1943397605.67,2014655705.33,6,37,37,9515,D,GL,4,2.1.3.4,2022,1,2021,4,12,31
2021-12-31,48689071,48689085,Balance,668586413.17,1980077556.23,3212238088.28,32742658697.32,34054149840.38,34722736253.55,6,38,38,9516,T,GL,4,2.1.3.5,2022,1,2021,4,12,31
2021-12-31,48689051,48689087,Loans to International Monetary Fund,0.00,-12147070.66,0.00,933340469.92,921193399.26,921193399.26,6,39,39,9517,D,GL,3,2.1.4,2022,1,2021,4,12,31
2021-12-31,48689051,48689089,Other Cash and Monetary Assets,-151837478.86,197647782.88,353233444.36,26272101788.94,26621587050.68,26469749571.82,6,40,40,9518,D,GL,3,2.1.5,2022,1,2021,4,12,31
2021-12-31,48689051,48689091,Total Cash and Monetary Assets,193890468042.17,192868561710.25,-48335475117.57,433782058694.47,432760152362.55,626650620404.72,6,41,41,9519,T,GL,3,2.1.6,2022,1,2021,4,12,31
2021-12-31,48689049,48689093,Non-Federal Securities of the National Railroad Retirement Investment Trust,-625596196.19,-265374031.78,456358131.47,28086512237.30,28446734401.71,27821138205.52,6,42,42,9542,D,GL,2,2.2,2022,1,2021,4,12,31
2021-12-31,48689049,48689095,Net Activity, Guaranteed Loan Financing (See Schedule E),27206263000.35,100437849026.50,84095528899.38,-159747042519.91,-86515456493.76,-59309193493.41,6,43,43,9550,D,GL,2,2.3,2022,1,2021,4,12,31
2021-12-31,48689049,48689097,Net Activity, Direct Loan Financing (See Schedule E),13214993811.85,36633876706.74,10248185956.74,1595001885084.98,1618420767979.87,1631635761791.72,6,44,44,9555,D,GL,2,2.4,2022,1,2021,4,12,31
2021-12-31,48689049,48689099,Miscellaneous Asset Accounts,-523703883.67,703401554.36,-422690261.32,-590139820.70,636965617.33,113261733.66,6,45,45,9561,D,GL,2,2.5,2022,1,2021,4,12,31
2021-12-31,48689049,48689101,Total Asset Accounts,233162424774.51,330378314966.07,46041907608.70,1896533273676.14,1993749163867.70,2226911588642.21,6,46,46,9562,T,GL,2,2.6,2022,1,2021,4,12,31
2021-12-31,null,48689103,Excess of Liabilities (+) or Assets (-),21303129425.23,377541475349.52,572159312531.29,20915347942840.30,21271586288764.60,21292889418189.80,6,47,47,9563,T,GL,1,3,2022,1,2021,4,12,31
2021-12-31,null,48689105,Transactions Not Applied to Current Year's Surplus or Deficit (See Schedule A for Details),0.00,152065293.92,740205565.16,0.00,152065293.92,152065293.92,6,48,48,9624,D,GL,1,4,2022,1,2021,4,12,31
2021-12-31,null,48689107,Total Budget and Off-Budget Federal Entities (Financing of Deficit (+) or Disposition of Surplus (-)),21303129425.23,377693540643.44,572899518096.45,20915347942840.30,21271738354058.50,21293041483483.70,6,49,49,9661,T,GL,1,5,2022,1,2021,4,12,31
2021-11-30,null,48554424,Liability Accounts:,null,null,null,null,null,null,6,1,1,9029,S,GL,1,1,2022,1,2021,4,11,30
2021-11-30,48554424,48554426,Borrowing from the Public:,null,null,null,null,null,null,6,2,2,9030,S,GL,2,1.1,2022,1,2021,4,11,30
2021-11-30,48554426,48554429,Treasury Securities, Issued Under General Financing Authorities:,null,null,null,null,null,null,6,3,3,9032,S,GL,3,1.1.1,2022,1,2021,4,11,30
2021-11-30,48554429,48554431,Debt Held by the Public,8822212688.58,363011623777.38,330538382925.18,22282899458707.10,22637088869795.90,22645911082484.40,6,4,4,9034,D,GL,4,1.1.1.1,2022,1,2021,4,11,30
2021-11-30,48554429,48554435,Intragovernmental Holdings,-9600638622.43,116056720794.42,170358610709.84,6146018206963.91,6271675566380.76,6262074927758.33,6,5,5,9035,D,GL,4,1.1.1.2,2022,1,2021,4,11,30
2021-11-30,48554429,48554437,Total Treasury Securities Outstanding,-778425933.85,479068344571.80,500896993635.02,28428919000000.00,28908765000000.00,28907987000000.00,6,6,6,9036,T,GL,4,1.1.1.3,2022,1,2021,4,11,30
2021-11-30,48554437,48554441,Plus Premium on Treasury Securities,1408927634.55,2649585727.75,1908456169.29,64875072087.14,66115730180.34,67524657814.89,6,7,7,9040,D,GL,5,1.1.1.3.1,2022,1,2021,4,11,30
2021-11-30,48554437,48554444,Less Discount on Treasury Securities,3120160063.40,3577232919.91,2195633240.49,128836804503.66,129293877360.17,132414037423.57,6,8,8,9045,D,GL,5,1.1.1.3.2,2022,1,2021,4,11,30
2021-11-30,48554437,48554447,Total Treasury Securities Net of Premium and Discount,-2489658362.70,478140697379.64,500609816563.82,28364955933254.49,28845586288996.83,28843096630634.05,6,9,9,9055,T,GL,5,1.1.1.3.3,2022,1,2021,4,11,30
2021-11-30,48554426,48554450,Agency Securities, Issued Under Special Financing Authorities (See Schedule B; for Other Agency Borrowing, See Schedule C),350323390.00,746644486.00,58825140.00,19501806005.26,19898127101.26,20248450491.26,6,10,10,9102,D,GL,3,1.1.2,2022,1,2021,4,11,30
2021-11-30,48554426,48554452,Total Federal Securities,-2139334972.70,478887341865.64,500668641703.82,28384457739259.75,28865484416098.09,28863345081125.31,6,11,11,9103,T,GL,3,1.1.3,2022,1,2021,4,11,30
2021-11-30,48554426,48554455,Deduct:,null,null,null,null,null,null,6,12,12,9200,S,GL,3,1.1.4,2022,1,2021,4,11,30
2021-11-30,48554455,48554457,Federal Securities Held as Investments of Government Accounts (See Schedule D),-9674586532.30,114684874318.48,170473564155.55,6123039671272.61,6247399132123.39,6237724545591.09,6,13,13,9202,D,GL,4,1.1.4.1,2022,1,2021,4,11,30
2021-11-30,48554455,48554460,Less Discount on Federal Securities Held as Investments of Government Accounts,-23373875.14,-88357786.78,-329142173.35,25601215482.50,25536231570.86,25512857695.72,6,14,14,9230,D,GL,4,1.1.4.2,2022,1,2021,4,11,30
2021-11-30,48554455,48554462,Net Federal Securities Held as Investments of Government Accounts,-9651212657.16,114773232105.26,170802706328.90,6097438455790.11,6221862900552.53,6212211687895.37,6,15,15,9240,T,GL,4,1.1.4.3,2022,1,2021,4,11,30
2021-11-30,48554426,48554464,Total Borrowing from the Public,7511877684.46,364114109760.38,329865935374.92,22287019283469.64,22643621515545.56,22651133393229.94,6,16,16,9310,T,GL,3,1.1.5,2022,1,2021,4,11,30
2021-11-30,48554424,48554466,Accrued Interest Payable to the Public,-35381670313.90,-13456022645.26,-12781763547.27,69214101640.95,91139749309.59,55758078995.69,6,17,17,9320,D,GL,2,1.2,2022,1,2021,4,11,30
2021-11-30,48554424,48554468,Allocations of Special Drawing Rights,-1674686339.84,-926935443.25,795309131.91,161825469383.55,162573220280.14,160898533940.30,6,18,18,9347,D,GL,2,1.3,2022,1,2021,4,11,30
2021-11-30,48554424,48554470,Deposit Funds,199175744278.10,99267068848.89,1860380592.88,263940417058.12,164031741628.91,363207485907.01,6,19,19,9350,D,GL,2,1.4,2022,1,2021,4,11,30
2021-11-30,48554424,48554472,Miscellaneous Liability Accounts (Includes Checks Outstanding Etc.),2063066150.57,4456011831.90,4367622499.91,29963696729.22,32356642410.55,34419708561.12,6,20,20,9360,D,GL,2,1.5,2022,1,2021,4,11,30
2021-11-30,48554424,48554474,Total Liability Accounts,171694331459.39,453454232352.66,324107484052.35,22811962968281.48,23093722869174.75,23265417200634.06,6,21,21,9361,T,GL,2,1.6,2022,1,2021,4,11,30
2021-11-30,null,48554476,Asset Accounts (Deduct),null,null,null,null,null,null,6,22,22,9362,S,GL,1,2,2022,1,2021,4,11,30
2021-11-30,48554476,48554478,Cash and Monetary Assets:,null,null,null,null,null,null,6,23,23,9363,S,GL,2,2.1,2022,1,2021,4,11,30
2021-11-30,48554478,48554480,U.S. Treasury Operating Cash:,null,null,null,null,null,null,6,24,24,9364,S,GL,3,2.1.1,2022,1,2021,4,11,30
2021-11-30,48554480,48554482,Federal Reserve Account,-64869802387.02,-2006674235.20,-158692589594.01,215159783586.14,278022911737.96,213153109350.94,6,25,25,9500,D,GL,4,2.1.1.1,2022,1,2021,4,11,30
2021-11-30,48554480,48554488,Balance,-64869802387.02,-2006674235.20,-158692589594.01,215159783586.14,278022911737.96,213153109350.94,6,26,26,9503,T,GL,4,2.1.1.2,2022,1,2021,4,11,30
2021-11-30,48554478,48554490,Special Drawing Rights:,null,null,null,null,null,null,6,27,27,9504,S,GL,3,2.1.2,2022,1,2021,4,11,30
2021-11-30,48554490,48554492,Total Holdings,-1421278827.59,-664061430.86,834901731.84,163874174152.15,164631391548.88,163210112721.29,6,28,28,9505,D,GL,4,2.1.2.1,2022,1,2021,4,11,30
2021-11-30,48554490,48554494,SDR Certificates Issued to Federal Reserve Banks,0.00,0.00,0.00,-5200000000.00,-5200000000.00,-5200000000.00,6,29,29,9506,D,GL,4,2.1.2.2,2022,1,2021,4,11,30
2021-11-30,48554490,48554496,Balance,-1421278827.59,-664061430.86,834901731.84,158674174152.15,159431391548.88,158010112721.29,6,30,30,9507,T,GL,4,2.1.2.3,2022,1,2021,4,11,30
2021-11-30,48554478,48554498,Reserve Position on the U.S. Quota in the IMF:,null,null,null,null,null,null,6,31,31,9508,S,GL,3,2.1.3,2022,1,2021,4,11,30
2021-11-30,48554498,48554500,U.S. Subscription to International Monetary Fund:,null,null,null,null,null,null,6,32,32,9509,S,GL,4,2.1.3.1,2022,1,2021,4,11,30
2021-11-30,48554500,48554502,Direct Quota Payments,0.00,0.00,0.00,111629078113.37,111629078113.37,111629078113.37,6,33,33,9510,D,GL,5,2.1.3.1.1,2022,1,2021,4,11,30
2021-11-30,48554500,48554504,Maintenance of Value Adjustments,-1210423452.04,-670238699.61,1868947803.45,5299075081.07,5839259833.50,4628836381.46,6,34,34,9511,D,GL,5,2.1.3.1.2,2022,1,2021,4,11,30
2021-11-30,48554498,48554506,Letter of Credit Issued to IMF,44000000.00,1479000000.00,186000000.00,-85286065735.55,-83851065735.55,-83807065735.55,6,35,35,9512,D,GL,4,2.1.3.2,2022,1,2021,4,11,30
2021-11-30,48554498,48554508,Dollar Deposits with the IMF,12560073.50,34928822.25,27972978.02,-375025346.82,-352656598.07,-340096524.57,6,36,36,9513,D,GL,4,2.1.3.3,2022,1,2021,4,11,30
2021-11-30,48554498,48554510,Receivable/Payable (-) for Interim Maintenance of Value Adjustments,855074822.64,467801020.42,-1363683277.46,1475596585.25,1088322783.03,1943397605.67,6,37,37,9515,D,GL,4,2.1.3.4,2022,1,2021,4,11,30
2021-11-30,48554498,48554512,Balance,-298788555.90,1311491143.06,719237504.01,32742658697.32,34352938396.28,34054149840.38,6,38,38,9516,T,GL,4,2.1.3.5,2022,1,2021,4,11,30
2021-11-30,48554478,48554514,Loans to International Monetary Fund,0.00,-12147070.66,0.00,933340469.92,921193399.26,921193399.26,6,39,39,9517,D,GL,3,2.1.4,2022,1,2021,4,11,30
2021-11-30,48554478,48554516,Other Cash and Monetary Assets,49609275.73,349485261.74,240826846.46,26272101788.94,26571977774.95,26621587050.68,6,40,40,9518,D,GL,3,2.1.5,2022,1,2021,4,11,30
