Record Date,Parent ID,Classification ID,Classification Description,Current Month Gross Receipts Amount,Current Month Refund Amount,Current Month Net Receipts Amount,Current Fiscal Year to Date Gross Receipts Amount,Current Fiscal Year to Date Refund Amount,Current Fiscal Year to Date Net Receipts Amount,Prior Fiscal Year to Date Gross Receipts Amount,Prior Fiscal Year to Date Refund Amount,Prior Fiscal Year to Date Net Receipts Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2022-07-31,49918281,49918287,Receipts from Railroad Retirement Board,null,null,null,505300000.00,null,505300000.00,551800000.00,null,551800000.00,4,24,24,226,D,SRS,4,3.1.3.3,2022,4,2022,3,07,31
2022-07-31,49918281,49918291,Adjustments Attributable to Prior Years-FICA,null,null,null,8059363279.86,null,8059363279.86,-6981911072.85,null,-6981911072.85,4,25,25,228,D,SRS,4,3.1.3.4,2022,4,2022,3,07,31
2022-07-31,49918281,49918293,Adjustments Attributable to Prior Years-SECA,null,null,null,128139504.91,null,128139504.91,175778846.11,null,175778846.11,4,26,26,14362,D,SRS,4,3.1.3.5,2022,4,2022,3,07,31
2022-07-31,49918281,49918295,Total -- Federal Hospital Insurance Trust Fund,24310000000.00,null,24310000000.00,280495802784.77,null,280495802784.77,242464667773.26,null,242464667773.26,4,27,27,229,T,RSG,4,3.1.3.6,2022,4,2022,3,07,31
2022-07-31,49918251,49918297,Railroad Retirement:,null,null,null,null,null,null,null,null,null,4,28,28,230,S,RSG,3,3.1.4,2022,4,2022,3,07,31
2022-07-31,49918297,49918299,Rail Pension and Supplemental Annuity,260609529.11,22487223.09,238122306.02,2728308887.42,23532246.12,2704776641.30,2394843664.08,18856682.10,2375986981.98,4,29,29,235,D,RSG,4,3.1.4.1,2022,4,2022,3,07,31
2022-07-31,49918297,49918301,Social Security Equivalent Account,252128894.49,20016089.89,232112804.60,1918915256.61,20914412.69,1898000843.92,1452091923.90,17098191.96,1434993731.94,4,30,30,240,D,RSG,4,3.1.4.2,2022,4,2022,3,07,31
2022-07-31,49918251,49918303,Total -- Employment and General Retirement,104836738423.60,42503312.98,104794235110.62,1171409301536.45,44446658.81,1171364854877.64,1037972133340.83,3907854874.06,1034064278466.77,4,31,31,241,T,RSG,3,3.1.5,2022,4,2022,3,07,31
2022-07-31,49918249,49918305,Unemployment Insurance:,null,null,null,null,null,null,null,null,null,4,32,32,250,S,RSG,2,3.2,2022,4,2022,3,07,31
2022-07-31,49918305,49918307,Deposits by States,2706487910.93,null,2706487910.93,50681874923.38,null,50681874923.38,39267022603.78,null,39267022603.78,4,33,33,251,D,RSG,3,3.2.1,2022,4,2022,3,07,31
2022-07-31,49918305,49918309,Federal Unemployment Taxes,266325490.58,18402653.94,247922836.64,6389186744.90,100480227.29,6288706517.61,5659210794.93,120534813.60,5538675981.33,4,34,34,254,D,RSG,3,3.2.2,2022,4,2022,3,07,31
2022-07-31,49918305,49918311,Railroad Unemployment Taxes,70311787.27,null,70311787.27,253869620.39,null,253869620.39,102020570.89,null,102020570.89,4,35,35,255,D,RSG,3,3.2.3,2022,4,2022,3,07,31
2022-07-31,49918305,49918315,Total -- Unemployment Insurance,3043125188.78,18402653.94,3024722534.84,57324931288.67,100480227.29,57224451061.38,45028253969.60,120534813.60,44907719156.00,4,36,36,269,T,RSG,3,3.2.4,2022,4,2022,3,07,31
2022-07-31,49918249,49918317,Other Retirement:,null,null,null,null,null,null,null,null,null,4,37,37,270,S,RSG,2,3.3,2022,4,2022,3,07,31
2022-07-31,49918317,49918319,Federal Employees' Retirement--Employee Share,485842578.58,null,485842578.58,5161465550.30,null,5161465550.30,4700712487.92,null,4700712487.92,4,38,38,279,D,RSG,3,3.3.1,2022,4,2022,3,07,31
2022-07-31,49918317,49918321,Non-Federal Employees Retirement,1428438.86,null,1428438.86,19896519.52,null,19896519.52,21978893.24,null,21978893.24,4,39,39,284,D,RSG,3,3.3.2,2022,4,2022,3,07,31
2022-07-31,49918317,49918323,Total -- Other Retirement,487271017.44,null,487271017.44,5181362069.82,null,5181362069.82,4722691381.16,null,4722691381.16,4,40,40,285,T,RSG,3,3.3.3,2022,4,2022,3,07,31
2022-07-31,49918249,49918325,Total -- Social Insurance and Retirement Receipts,108367134629.82,60905966.92,108306228662.90,1233915594894.94,144926886.10,1233770668008.84,1087723078691.59,4028389687.66,1083694689003.93,4,41,41,286,T,RSG,2,3.4,2022,4,2022,3,07,31
2022-07-31,null,49918327,Excise Taxes:,null,null,null,null,null,null,null,null,null,4,42,42,300,S,RSG,1,4,2022,4,2022,3,07,31
2022-07-31,49918327,49918329,Miscellaneous Excise Taxes,3032944604.27,1800918932.98,1232025671.29,29261579469.12,5668971100.83,23592608368.29,27091043801.01,6819551609.58,20271492191.43,4,43,43,305,D,RSG,2,4.1,2022,4,2022,3,07,31
2022-07-31,49918327,49918331,Airport and Airway Trust Fund,630545000.00,null,630545000.00,5903683689.35,16441646.67,5887242042.68,8898234633.07,10786581.03,8887448052.04,4,44,44,308,D,RSG,2,4.2,2022,4,2022,3,07,31
2022-07-31,49918327,49918334,Highway Trust Fund,4624803918.79,43801000.00,4581002918.79,38213002969.65,336746000.00,37876256969.65,28182093098.06,334481000.00,27847612098.06,4,45,45,310,D,RSG,2,4.3,2022,4,2022,3,07,31
2022-07-31,49918327,49918336,Black Lung Disability Trust Fund,17297000.00,null,17297000.00,139792023.00,null,139792023.00,199741672.00,null,199741672.00,4,46,46,313,D,RSG,2,4.4,2022,4,2022,3,07,31
2022-07-31,49918327,49918338,Total -- Excise Taxes,8305590523.06,1844719932.98,6460870590.08,73518058151.12,6022158747.50,67495899403.62,64371113204.14,7164819190.61,57206294013.53,4,47,47,314,T,RSG,2,4.5,2022,4,2022,3,07,31
2022-07-31,null,49918340,Estate and Gift Taxes,2657293817.29,27220054.40,2630073762.89,27374874451.37,713248195.56,26661626255.81,23717201562.54,737337783.84,22979863778.70,4,48,48,350,D,RSG,1,5,2022,4,2022,3,07,31
2022-07-31,null,49918342,Customs Duties,9027879942.51,497558403.18,8530321539.33,87584826603.62,4873886013.04,82710940590.58,70802183497.68,5945021838.05,64857161659.63,4,49,49,405,D,RSG,1,6,2022,4,2022,3,07,31
2022-07-31,null,49918344,Miscellaneous Receipts:,null,null,null,null,null,null,null,null,null,4,50,50,800,S,RSG,1,7,2022,4,2022,3,07,31
2022-07-31,49918344,49918347,Deposit of Earnings, Federal Reserve System,5922089389.83,null,5922089389.83,99003984503.49,null,99003984503.49,78301465844.01,null,78301465844.01,4,51,51,805,D,RSG,2,7.1,2022,4,2022,3,07,31
2022-07-31,49918344,49918351,Universal Service Fund,564570959.17,null,564570959.17,6479098345.56,null,6479098345.56,7775027792.13,null,7775027792.13,4,52,52,807,D,RSG,2,7.2,2022,4,2022,3,07,31
2022-07-31,49918344,49918354,All Other,674707766.57,527869.03,674179897.54,10840189534.34,8571430.00,10831618104.34,15445791695.48,11250500.05,15434541195.43,4,53,53,810,D,RSG,2,7.3,2022,4,2022,3,07,31
2022-07-31,49918344,49918358,Total -- Miscellaneous Receipts,7161368115.57,527869.03,7160840246.54,116323272383.39,8571430.00,116314700953.39,101522285331.62,11250500.05,101511034831.57,4,54,54,820,T,RSG,2,7.4,2022,4,2022,3,07,31
2022-07-31,null,49918362,Total -- Receipts,287751842988.72,18416789097.14,269335053891.58,4383476061569.43,278750728840.27,4104725332729.16,3627435512381.20,309357826501.73,3318077685879.47,4,55,55,830,T,SL,1,8,2022,4,2022,3,07,31
2022-07-31,49918362,49918365,Total -- On-Budget,207737842988.72,18416789097.14,189321053891.58,3497209786961.78,278750728840.27,3218459058121.51,2835774982401.61,305485926501.73,2530289055899.88,4,56,56,840,T,SL,2,8.1,2022,4,2022,3,07,31
2022-07-31,49918362,49918368,Total -- Off-Budget,80014000000.00,null,80014000000.00,886266274607.65,null,886266274607.65,791660529979.59,3871900000.00,787788629979.59,4,57,57,850,T,SL,2,8.2,2022,4,2022,3,07,31
2022-06-30,null,49748785,Individual Income Taxes,null,null,null,null,null,null,null,null,null,4,1,1,100,D,RSG,1,1,2022,3,2022,2,06,30
2022-06-30,49748785,49748790,Withheld,104526480842.24,null,null,1352630258634.85,null,null,1138691578655.40,null,null,4,2,2,102,D,SRS,2,1.1,2022,3,2022,2,06,30
2022-06-30,49748785,49748793,Presidential Election Campaign Fund,705693.00,null,null,21731582.00,null,null,21195387.00,null,null,4,3,3,105,D,SRS,2,1.2,2022,3,2022,2,06,30
2022-06-30,49748785,49748796,Other,108077339865.28,null,null,995099436560.99,null,null,688550276152.32,null,null,4,4,4,110,D,SRS,2,1.3,2022,3,2022,2,06,30
2022-06-30,49748785,49748799,Total -- Individual Income Taxes,212604526400.52,11789461215.92,200815065184.60,2347751426777.84,212279601770.49,2135471825007.35,1827263050194.72,236600257354.77,1590662792839.95,4,5,5,120,T,RSG,2,1.4,2022,3,2022,2,06,30
2022-06-30,null,49748802,Corporation Income Taxes,86249214036.07,3693766427.56,82555447608.51,344775432346.68,38722478926.95,306052953419.73,303413773848.61,38269416935.68,265144356912.93,4,6,6,130,D,RSG,1,2,2022,3,2022,2,06,30
2022-06-30,null,49748806,Social Insurance and Retirement Receipts:,null,null,null,null,null,null,null,null,null,4,7,7,140,S,RSG,1,3,2022,3,2022,2,06,30
2022-06-30,49748806,49748813,Employment and General Retirement:,null,null,null,null,null,null,null,null,null,4,8,8,150,S,RSG,2,3.1,2022,3,2022,2,06,30
2022-06-30,49748813,49748817,Federal Old-Age and Survivors Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,9,9,160,S,RSG,3,3.1.1,2022,3,2022,2,06,30
2022-06-30,49748817,49748823,Federal Insurance Contributions Act Taxes,78830000000.00,null,78830000000.00,642882000000.00,null,642882000000.00,603848324700.00,3309850000.00,600538474700.00,4,10,10,200,D,SRS,4,3.1.1.1,2022,3,2022,2,06,30
2022-06-30,49748817,49748827,Self-Employment Contributions Act Taxes,6817000000.00,null,6817000000.00,38024000000.00,null,38024000000.00,34857000000.00,null,34857000000.00,4,11,11,204,D,SRS,4,3.1.1.2,2022,3,2022,2,06,30
2022-06-30,49748817,49748838,Adjustments Attributable to Prior Years-FICA,5082544295.30,null,5082544295.30,7647838009.98,null,7647838009.98,-26567143774.57,null,-26567143774.57,4,12,12,209,D,SRS,4,3.1.1.3,2022,3,2022,2,06,30
2022-06-30,49748817,49748844,Adjustments Attrbutable to Prior Years-SECA,122425271.22,null,122425271.22,614636394.62,null,614636394.62,251104023.87,null,251104023.87,4,13,13,14360,D,SRS,4,3.1.1.4,2022,3,2022,2,06,30
2022-06-30,49748817,49748848,Total -- Federal Old-Age and Survivors Insurance Trust Fund,90851969566.52,null,90851969566.52,689168474404.60,null,689168474404.60,612389284949.30,3309850000.00,609079434949.30,4,14,14,210,T,RSG,4,3.1.1.5,2022,3,2022,2,06,30
2022-06-30,49748813,49748855,Federal Disability Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,15,15,211,S,RSG,3,3.1.2,2022,3,2022,2,06,30
2022-06-30,49748855,49748857,Federal Insurance Contributions Act Taxes,13386000000.00,null,13386000000.00,109170000000.00,null,109170000000.00,102539739300.00,562050000.00,101977689300.00,4,16,16,212,D,SRS,4,3.1.2.1,2022,3,2022,2,06,30
2022-06-30,49748855,49748864,Self-Employment Contributions Act Taxes,1158000000.00,null,1158000000.00,6458000000.00,null,6458000000.00,5921000000.00,null,5921000000.00,4,17,17,214,D,SRS,4,3.1.2.2,2022,3,2022,2,06,30
2022-06-30,49748855,49748873,Adjustments Attributable to Prior Years-FICA,890975529.77,null,890975529.77,1319887592.88,null,1319887592.88,-4466185916.58,null,-4466185916.58,4,18,18,219,D,SRS,4,3.1.2.3,2022,3,2022,2,06,30
2022-06-30,49748855,49748875,Adjustments Attributable to Prior Years-SECA,26120605.90,null,26120605.90,135912610.17,null,135912610.17,54691646.87,null,54691646.87,4,19,19,14361,D,SRS,4,3.1.2.4,2022,3,2022,2,06,30
2022-06-30,49748855,49748882,Total -- Federal Disability Insurance Trust Fund,15461096135.67,null,15461096135.67,117083800203.05,null,117083800203.05,104049245030.29,562050000.00,103487195030.29,4,20,20,220,T,RSG,4,3.1.2.5,2022,3,2022,2,06,30
2022-06-30,49748813,49748884,Federal Hospital Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,21,21,221,S,RSG,3,3.1.3,2022,3,2022,2,06,30
2022-06-30,49748884,49748891,Federal Insurance Contributions Act Taxes,26638000000.00,null,26638000000.00,229705000000.00,null,229705000000.00,210139000000.00,null,210139000000.00,4,22,22,222,D,SRS,4,3.1.3.1,2022,3,2022,2,06,30
2022-06-30,49748884,49748893,Self-Employment Contributions Act Taxes,3716000000.00,null,3716000000.00,17788000000.00,null,17788000000.00,16426000000.00,null,16426000000.00,4,23,23,224,D,SRS,4,3.1.3.2,2022,3,2022,2,06,30
2022-06-30,49748884,49748900,Receipts from Railroad Retirement Board,505300000.00,null,505300000.00,505300000.00,null,505300000.00,551800000.00,null,551800000.00,4,24,24,226,D,SRS,4,3.1.3.3,2022,3,2022,2,06,30
2022-06-30,49748884,49748909,Adjustments Attributable to Prior Years-FICA,7196390110.00,null,7196390110.00,8059363279.86,null,8059363279.86,-6981911072.85,null,-6981911072.85,4,25,25,228,D,SRS,4,3.1.3.4,2022,3,2022,2,06,30
2022-06-30,49748884,49748911,Adjustments Attributable to Prior Years-SECA,67027022.04,null,67027022.04,128139504.91,null,128139504.91,175778846.11,null,175778846.11,4,26,26,14362,D,SRS,4,3.1.3.5,2022,3,2022,2,06,30
2022-06-30,49748884,49748915,Total -- Federal Hospital Insurance Trust Fund,38122717132.04,null,38122717132.04,256185802784.77,null,256185802784.77,220310667773.26,null,220310667773.26,4,27,27,229,T,RSG,4,3.1.3.6,2022,3,2022,2,06,30
2022-06-30,49748813,49748917,Railroad Retirement:,null,null,null,null,null,null,null,null,null,4,28,28,230,S,RSG,3,3.1.4,2022,3,2022,2,06,30
2022-06-30,49748917,49748921,Rail Pension and Supplemental Annuity,270622044.43,30886.76,270591157.67,2467699358.31,1045023.03,2466654335.28,2152858085.94,15330110.98,2137527974.96,4,29,29,235,D,RSG,4,3.1.4.1,2022,3,2022,2,06,30
2022-06-30,49748917,49748923,Social Security Equivalent Account,-321821568.02,26568.43,-321848136.45,1666786362.12,898322.80,1665888039.32,1233889552.52,13937291.77,1219952260.75,4,30,30,240,D,RSG,4,3.1.4.2,2022,3,2022,2,06,30
2022-06-30,49748813,49748928,Total -- Employment and General Retirement,144384583310.64,57455.19,144384525855.45,1066572563112.85,1943345.83,1066570619767.02,940135945391.31,3901167402.75,936234777988.56,4,31,31,241,T,RSG,3,3.1.5,2022,3,2022,2,06,30
2022-06-30,49748806,49748933,Unemployment Insurance:,null,null,null,null,null,null,null,null,null,4,32,32,250,S,RSG,2,3.2,2022,3,2022,2,06,30
2022-06-30,49748933,49748939,Deposits by States,1605815640.11,null,1605815640.11,47975387012.45,null,47975387012.45,34841679877.02,null,34841679877.02,4,33,33,251,D,RSG,3,3.2.1,2022,3,2022,2,06,30
2022-06-30,49748933,49748945,Federal Unemployment Taxes,28113347.88,17849721.70,10263626.18,6122861254.32,82077573.35,6040783680.97,5397098643.63,92789622.49,5304309021.14,4,34,34,254,D,RSG,3,3.2.2,2022,3,2022,2,06,30
2022-06-30,49748933,49748951,Railroad Unemployment Taxes,164190.64,null,164190.64,183557833.12,null,183557833.12,63967399.80,null,63967399.80,4,35,35,255,D,RSG,3,3.2.3,2022,3,2022,2,06,30
2022-06-30,49748933,49748960,Total -- Unemployment Insurance,1634093178.63,17849721.70,1616243456.93,54281806099.89,82077573.35,54199728526.54,40302745920.45,92789622.49,40209956297.96,4,36,36,269,T,RSG,3,3.2.4,2022,3,2022,2,06,30
2022-06-30,49748806,49748964,Other Retirement:,null,null,null,null,null,null,null,null,null,4,37,37,270,S,RSG,2,3.3,2022,3,2022,2,06,30
2022-06-30,49748964,49748968,Federal Employees' Retirement--Employee Share,512584443.44,null,512584443.44,4675622971.72,null,4675622971.72,4231506109.82,null,4231506109.82,4,38,38,279,D,RSG,3,3.3.1,2022,3,2022,2,06,30
2022-06-30,49748964,49748972,Non-Federal Employees Retirement,2473274.26,null,2473274.26,18468080.66,null,18468080.66,19682993.65,null,19682993.65,4,39,39,284,D,RSG,3,3.3.2,2022,3,2022,2,06,30
2022-06-30,49748964,49748976,Total -- Other Retirement,515057717.70,null,515057717.70,4694091052.38,null,4694091052.38,4251189103.47,null,4251189103.47,4,40,40,285,T,RSG,3,3.3.3,2022,3,2022,2,06,30
2022-06-30,49748806,49748980,Total -- Social Insurance and Retirement Receipts,146533734206.97,17907176.89,146515827030.08,1125548460265.12,84020919.18,1125464439345.94,984689880415.23,3993957025.24,980695923389.99,4,41,41,286,T,RSG,2,3.4,2022,3,2022,2,06,30
2022-06-30,null,49748984,Excise Taxes:,null,null,null,null,null,null,null,null,null,4,42,42,300,S,RSG,1,4,2022,3,2022,2,06,30
2022-06-30,49748984,49748988,Miscellaneous Excise Taxes,2482462047.43,238156633.04,2244305414.39,26228634864.85,3868052167.85,22360582697.00,22774160013.58,5275161170.86,17498998842.72,4,43,43,305,D,RSG,2,4.1,2022,3,2022,2,06,30
2022-06-30,49748984,49748992,Airport and Airway Trust Fund,651876000.00,null,651876000.00,5273138689.35,16441646.67,5256697042.68,7385835606.50,8043506.08,7377792100.42,4,44,44,308,D,RSG,2,4.2,2022,3,2022,2,06,30
2022-06-30,49748984,49748996,Highway Trust Fund,4781323026.21,44500000.00,4736823026.21,33588199050.86,292945000.00,33295254050.86,25615447774.23,290980000.00,25324467774.23,4,45,45,310,D,RSG,2,4.3,2022,3,2022,2,06,30
2022-06-30,49748984,49748998,Black Lung Disability Trust Fund,17882000.00,null,17882000.00,122495023.00,null,122495023.00,183386406.00,null,183386406.00,4,46,46,313,D,RSG,2,4.4,2022,3,2022,2,06,30
2022-06-30,49748984,49749000,Total -- Excise Taxes,7933543073.64,282656633.04,7650886440.60,65212467628.06,4177438814.52,61035028813.54,55958829800.31,5574184676.94,50384645123.37,4,47,47,314,T,RSG,2,4.5,2022,3,2022,2,06,30
2022-06-30,null,49749002,Estate and Gift Taxes,2482060349.24,83009370.62,2399050978.62,24717580634.08,686028141.16,24031552492.92,22167787305.05,690962132.69,21476825172.36,4,48,48,350,D,RSG,1,5,2022,3,2022,2,06,30
2022-06-30,null,49749004,Customs Duties,8988246296.58,624664731.90,8363581564.68,78556946661.11,4376327609.86,74180619051.25,62876502416.78,5528200027.12,57348302389.66,4,49,49,405,D,RSG,1,6,2022,3,2022,2,06,30
2022-06-30,null,49749006,Miscellaneous Receipts:,null,null,null,null,null,null,null,null,null,4,50,50,800,S,RSG,1,7,2022,3,2022,2,06,30
2022-06-30,49749006,49749008,Deposit of Earnings, Federal Reserve System,10338550819.38,null,10338550819.38,93081895113.66,null,93081895113.66,68798824700.38,null,68798824700.38,4,51,51,805,D,RSG,2,7.1,2022,3,2022,2,06,30
2022-06-30,49749006,49749010,Universal Service Fund,560048119.03,null,560048119.03,5914527386.39,null,5914527386.39,6938841794.63,null,6938841794.63,4,52,52,807,D,RSG,2,7.2,2022,3,2022,2,06,30
2022-06-30,49749006,49749012,All Other,1563852917.94,898795.98,1562954121.96,10165481767.77,8043560.97,10157438206.80,14636728288.55,9254351.96,14627473936.59,4,53,53,810,D,RSG,2,7.3,2022,3,2022,2,06,30
2022-06-30,49749006,49749014,Total -- Miscellaneous Receipts,12462451856.35,898795.98,12461553060.37,109161904267.82,8043560.97,109153860706.85,90374394783.56,9254351.96,90365140431.60,4,54,54,820,T,RSG,2,7.4,2022,3,2022,2,06,30
2022-06-30,null,49749016,Total -- Receipts,477253776219.37,16492364351.91,460761411867.46,4095724218580.71,260333939743.13,3835390278837.58,3346744218764.26,290666232504.40,3056077986259.86,4,55,55,830,T,SL,1,8,2022,3,2022,2,06,30
2022-06-30,49749016,49749040,Total -- On-Budget,370940710517.18,16492364351.91,354448346165.27,3289471943973.06,260333939743.13,3029138004229.93,2630305688784.67,286794332504.40,2343511356280.27,4,56,56,840,T,SL,2,8.1,2022,3,2022,2,06,30
2022-06-30,49749016,49749043,Total -- Off-Budget,106313065702.19,null,106313065702.19,806252274607.65,null,806252274607.65,716438529979.59,3871900000.00,712566629979.59,4,57,57,850,T,SL,2,8.2,2022,3,2022,2,06,30
2022-05-31,null,49499116,Individual Income Taxes,null,null,null,null,null,null,null,null,null,4,1,1,100,D,RSG,1,1,2022,3,2022,2,05,31
2022-05-31,49499116,49499119,Withheld,130831385259.75,null,null,1248103777792.61,null,null,965504603228.56,null,null,4,2,2,102,D,SRS,2,1.1,2022,3,2022,2,05,31
2022-05-31,49499116,49499121,Presidential Election Campaign Fund,2027487.00,null,null,21025889.00,null,null,19707939.00,null,null,4,3,3,105,D,SRS,2,1.2,2022,3,2022,2,05,31
2022-05-31,49499116,49499123,Other,110697891522.86,null,null,887022096695.71,null,null,572143101718.11,null,null,4,4,4,110,D,SRS,2,1.3,2022,3,2022,2,05,31
2022-05-31,49499116,49499126,Total -- Individual Income Taxes,241531304269.61,24649642087.82,216881662181.79,2135146900377.32,200490140554.57,1934656759822.75,1537667412885.67,211844817725.41,1325822595160.26,4,5,5,120,T,RSG,2,1.4,2022,3,2022,2,05,31
2022-05-31,null,49499130,Corporation Income Taxes,12198018107.33,4490500260.78,7707517846.55,258526218310.61,35028712499.39,223497505811.22,224844170935.52,33888673152.49,190955497783.03,4,6,6,130,D,RSG,1,2,2022,3,2022,2,05,31
